Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Vista Global,https://www.crunchbase.com/organization/vista-global,Active,For Profit,Private,,1001-5000,"Dubai, Dubai, United Arab Emirates",,,,,"Vista Global Holding is the world leader in business flight solutions. A global group headquartered at the DIFC in Dubai, Vista Global integrates a unique portfolio of companies offering asset-light solutions to cover all key aspects of business aviation: guaranteed and on demand global flight coverage; aircraft leasing and finance; and cutting edge aviation technology.",Aerospace,Vista Global Holding is the world leader in business flight solutions.,2018-01-01,year,https://vistaglobal.com/
Groupe ARM,https://www.crunchbase.com/organization/groupe-arm,Active,For Profit,Private,,251-500,"La Chaussée, Haute-Normandie, France",Private Equity,45000000,EUR,60845180,Groupe ARM is a spare parts manufacturer. ,"Aerospace, Machinery Manufacturing, Manufacturing, Mechanical Design, Medical",Groupe ARM is a spare parts manufacturer. ,1975-01-01,year,http://www.arm-grp.fr/
Zhong Ke Bo Yi,https://www.crunchbase.com/organization/zhong-ke-bo-yi,Active,For Profit,Private,,1-10,"Xian Shi, Shaanxi, China",Series B,33000000,CNY,4941468,,"Aerospace, Drones, Military",Zhong Ke Bo Yi develops military UAV and military-civilian integration innovation systems for our military.,2012-07-01,day,http://zhongkeboyi.bj.bdysite.com
Staaker,https://www.crunchbase.com/organization/staaker,Active,For Profit,Private,Less than $1M,1-10,"Oslo, Oslo, Norway",Seed,1000000,USD,1000000,The worlds first artificially intelligent flying camera. Staaker flies itself using a tracker to follow you while predicting your movements to deliver epic cinematic footage automatically.,"Aerospace, Drones, Outdoors",Staaker the intelligent flying camera,2013-06-01,month,http://staaker.com/
Continuum Dynamics,https://www.crunchbase.com/organization/continuum-dynamics,Active,For Profit,Private,,11-50,"Trenton, New Jersey, United States",Grant,224855,USD,224855,,"Aerospace, Nuclear, Pharmaceutical",Continuum Dynamics offers research and development services for the government and industry.,1979-01-01,day,http://www.continuum-dynamics.com/
VRnam,https://www.crunchbase.com/organization/vrnam,Active,For Profit,Private,Less than $1M,1-10,"Colomiers, Midi-Pyrenees, France",Angel,200000,EUR,232234,"VRnam is under post-acceleration with Airbus BizLab. We are a privately funded technology project set up primarily to enable the use of the newest training methods in flight training. With professional grade flight simulators costing between €10 to €20 million, being in near-24hr use year-around and very much expensive to house, man, operate and utilize; VRnam’s aim is to create a training environment that can be operated in a normal office or home with minimal instruction and oversight for many hours at very minimal cost. This technology will firstly be exploited on the Airbus A320 airliner family and then rolled out on further aircraft types in future. We are now in mid-production for the Airbus A320 segment of our project and will have more to show in the coming months. ","Aerospace, Augmented Reality, Corporate Training, Education, Training, Virtual Reality","VRnam is a Virtual Reality concept bringing cost-effective, world-class flight training products to the global market.",2018-06-01,day,https://www.vrnam.com
Lyncon,https://www.crunchbase.com/organization/lyncon,Active,For Profit,Private,,251-500,"Xian Shi, Shaanxi, China",Series A,13000000,CNY,2043177,,"Aerospace, Industrial Automation, Manufacturing, Simulation","Lyncon specializes in R&D, production, sales and technical services of airborne equipment, simulation test equipment services.",2014-04-01,day,http://www.lyncon.cn/
Jetmap,https://www.crunchbase.com/organization/jetmap,Active,For Profit,Private,,1-10,"Ljubljana, Ljubljana Urban Commune, Slovenia",Seed,66000,USD,66000,"Jetmap lets you discover and explore all lowcost fights in the world on a map. They're focusing on the people who would like to explore all of the possibilities of lowcost flying in Europe and around the world. They have more than 80 airlines in their search engine supplied by their partner Skypicker.com. This is the current state of the product in developement: http://dev.nizkocenovci.si (click on the markers on the map and explore the routes and by clicking on routes explore the prices, it still has loads of bugs...) They want to become a service (or multiple of them) that serves travellers to easiley explore and discover any lowcost flight in the world.","Aerospace, Travel",Explore and discover low-cost flights,2013-01-01,year,http://www.nizkocenovci.si/
Iridium Dynamics,https://www.crunchbase.com/organization/iridium-dynamics,Active,For Profit,Private,$1M to $10M,1-10,"Brisbane, Queensland, Australia",Seed,173963,USD,173963,"Iridium Dynamics is an Australian drone manufacturer with offices in Brisbane, Australia and Toulouse, France. They offer high performance fixed-wing UAVs for commercial markets, and supply a range of accessories for fixed-wing UAVs. Iridium Dynamics was founded in Sydney in 2015 by Ian Conway Lamb, and is now headquartered in Brisbane. The company was accelerated by the Techstars Adelaide accelerator in 2017, and the Airbus Bizlab accelerator in 2018. They  use advanced technologies to develop aircraft, ground-based robotics, batteries, and avionics which outperform existing solutions in the fixed-wing UAV market. Their products take the greatest advantage of the efficiency of fixed-wing aircraft to squeeze out every last bit of performance. ","Aerospace, Drones, Oil and Gas, Robotics, Wind Energy","Iridium Dynamics offers high performance fixed-wing UAVs for commercial markets, and supply a range of accessories for fixed-wing UAVs.",2015-01-01,year,https://iridiumdynamics.com
CVBLAB,https://www.crunchbase.com/organization/cvblab,Active,For Profit,Private,,11-50,"Huilongguan, Beijing, China",Angel,3000000,CNY,460063,,"Aerospace, Artificial Intelligence, Industrial Manufacturing",CVBLAB provides industrial machine vision inspection solutions using AI and IoT.,2018-01-01,day,http://www.cvblab.com/
Arch Aerial,https://www.crunchbase.com/organization/arch-aerial,Active,For Profit,Private,Less than $1M,1-10,"Houston, Texas, United States",Seed,100000,USD,100000,"Arch Aerial is a commercial unmanned aerial systems operator and hardware manufacturer. Through the provision of nation-wide rapid response mapping and 3D modeling solutions for businesses in the construction and energy sectors, Arch Aerial puts easy-to-use data solutions in the hands of operations managers for quick and deliberate decision-making in the form of drones. Arch Aerial is headquartered in Houston, Texas.","Aerospace, Commercial, Drones, Mapping Services",Arch Aerial is a commercial unmanned aerial systems operator and hardware manufacturer.,2012-01-01,year,http://archaerial.com
Prox Dynamics,https://www.crunchbase.com/organization/prox-dynamics,Active,For Profit,Private,,11-50,"Hvalstad, Akershus, Norway",,,,,"Prox Dynamics Their core mission is to develop, produce and sell the world’s smallest and most advanced unmanned aircraft systems (UAS). They create innovative solutions to complex problems based on modern microelectronics, new sensor technology, creative mechanical design and efficient low-cost production techniques. They work closely with industry leading partners and a broad customer base to deliver optimal and functional products that meet operator’s needs.","Aerospace, Air Transportation, Sensor","Prox Dynamics our core mission is to develop, produce and sell the world’s smallest and most advanced unmanned aircraft systems.",2007-12-01,day,http://www.proxdynamics.com/
A-malgam Technologies Inc.,https://www.crunchbase.com/organization/a-malgam-technologies-inc,Active,For Profit,Private,Less than $1M,1-10,"Quebec, Quebec, Canada",Seed,250000,CAD,199902,"A-malgam Technologies is the force behind the MOOVIN infrastructure,  developing the first democratized ecosystem for a universal transportation database. By creating unique data harvesting hardware combined with business partnerships in data aggregation and AI. Moovin’s Protocol goal is simple, to provide a blockchain based solution to the vehicular data exchange between common users, companies and cities to help them provide a better product or service. The objective is to successfully democratize and tokenize access to data while rewarding the end user. The protocol will provide unprecedented behavioural understanding of how our cities function and will give an in-depth view of how we can tackle the coming of age of transportation. The protocol includes hardware asset management through Zero Knowledge Proof and data certification through Blockchain.. By creating the MOOVIN infrastructure around the data stream, A-malgam Technologies is assuring itself a high quality and constant data provided by its users. With blockchain security and traceability, all while providing anonymity to all users. Shorebird.aero brings Blockchain to Air Trafic Control.(ATC) by creating a global solution for all things flying. Innovative, cost effective and scalable.the Shorebird blockchain plans on building on the ever growing ADS-B network to allow the deployment of one single Air Trafic Control  (ATC) solution to the world.","Aerospace, Asset Management, Big Data, Blockchain, Internet of Things, Quantum Computing, Smart Cities, Transportation","The power behind MOOVIN.IO, and Shorebird.io, a Blockchain company specializing in asset managment, data logging and analyzing in mobility",2016-05-25,day,http://www.a-malgam.com
